district,bedrooms,bathrooms,price_vnd,area_m2,posting_year,posting_month,posting_quarter,month_sin,month_cos,days_since_posted,half_year,price_per_m2
Yên Thủy,0,0,2.0,168.0,2024,1,1,0.49999999999999994,0.8660254037844387,705,0,11904761.904761905
Hà Đông,0,0,24.5,120.0,2025,6,2,1.2246467991473532e-16,-1.0,207,0,204166666.66666666
Nam Từ Liêm,0,0,3.1,56.0,2025,4,2,0.8660254037844387,-0.4999999999999998,269,0,55357142.85714286
Nam Từ Liêm,0,0,5.1,70.0,2024,4,2,0.8660254037844387,-0.4999999999999998,636,0,72857142.85714285
Gia Lâm,0,0,5.4,73.0,2024,3,1,1.0,6.123233995736766e-17,667,0,73972602.73972602
Long Biên,0,0,16.4,169.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,521,1,97041420.11834319
Long Biên,0,0,3.3,74.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1,44594594.5945946
Hoàn Kiếm,0,0,36.0,87.0,2024,4,2,0.8660254037844387,-0.4999999999999998,634,0,413793103.44827586
Hà Đông,0,0,4.3,68.0,2025,5,2,0.49999999999999994,-0.8660254037844387,229,0,63235294.11764706
Hoàng Mai,0,0,13.5,45.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,872,1,300000000.0
Hoài Đức,0,0,21.8,144.0,2023,3,1,1.0,6.123233995736766e-17,1019,0,151388888.8888889
Thanh Xuân,0,0,10.5,130.0,2024,12,4,-2.4492935982947064e-16,1.0,385,1,80769230.76923077
Thạch Thất,0,0,16.4,300.0,2025,5,2,0.49999999999999994,-0.8660254037844387,227,0,54666666.66666666
Nam Từ Liêm,0,0,40.5,108.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,181,1,375000000.0
Yên Thủy,0,0,2.2,168.0,2025,1,1,0.49999999999999994,0.8660254037844387,334,0,13095238.095238095
Long Biên,0,0,10.8,50.0,2023,10,4,-0.8660254037844386,0.5000000000000001,803,1,216000000.0
Gia Lâm,0,0,18.5,132.0,2025,9,3,-1.0,-1.8369701987210297e-16,92,1,140151515.15151516
Nam Từ Liêm,0,0,32.4,105.0,2023,5,2,0.49999999999999994,-0.8660254037844387,945,0,308571428.5714286
Bắc Từ Liêm,0,0,18.3,60.0,2025,12,4,-2.4492935982947064e-16,1.0,28,1,305000000.0
Đống Đa,0,0,3.3,15.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,133,1,220000000.0
Nam Từ Liêm,0,0,11.4,90.0,2025,1,1,0.49999999999999994,0.8660254037844387,354,0,126666666.66666667
Nam Từ Liêm,0,0,5.2,63.0,2025,10,4,-0.8660254037844386,0.5000000000000001,62,1,82539682.53968254
Hai Bà Trưng,0,0,15.7,50.0,2025,3,1,1.0,6.123233995736766e-17,293,0,314000000.0
Hoàng Mai,0,0,5.1,35.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,853,1,145714285.7142857
Cầu Giấy,0,0,10.9,52.0,2024,5,2,0.49999999999999994,-0.8660254037844387,582,0,209615384.6153846
Nam Từ Liêm,0,0,4.9,62.0,2023,4,2,0.8660254037844387,-0.4999999999999998,982,0,79032258.06451613
Thạch Thất,0,0,3.3,81.0,2024,3,1,1.0,6.123233995736766e-17,646,0,40740740.74074074
Long Biên,0,0,6.6,45.0,2025,4,2,0.8660254037844387,-0.4999999999999998,266,0,146666666.66666666
Đống Đa,0,0,8.7,34.0,2024,3,1,1.0,6.123233995736766e-17,651,0,255882352.94117647
Bắc Từ Liêm,0,0,15.0,65.0,2024,10,4,-0.8660254037844386,0.5000000000000001,430,1,230769230.76923078
Thạch Thất,0,0,16.6,300.0,2025,9,3,-1.0,-1.8369701987210297e-16,121,1,55333333.33333334
Cầu Giấy,0,0,30.8,65.0,2023,3,1,1.0,6.123233995736766e-17,1014,0,473846153.84615386
Long Biên,0,0,3.4,70.0,2024,3,1,1.0,6.123233995736766e-17,652,0,48571428.571428575
Hà Đông,0,0,12.8,60.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,885,1,213333333.33333334
Hà Đông,0,0,5.6,31.0,2025,1,1,0.49999999999999994,0.8660254037844387,341,0,180645161.29032257
Từ Sơn,0,0,5.6,75.0,2023,6,2,1.2246467991473532e-16,-1.0,943,0,74666666.66666667
Đống Đa,0,0,16.4,135.0,2023,11,4,-0.5000000000000004,0.8660254037844384,771,1,121481481.48148146
Tây Hồ,0,0,12.2,77.0,2023,9,3,-1.0,-1.8369701987210297e-16,845,1,158441558.44155845
Hoàng Mai,0,0,9.7,58.0,2025,10,4,-0.8660254037844386,0.5000000000000001,64,1,167241379.31034482
Thanh Xuân,0,0,7.4,97.0,2023,2,1,0.8660254037844386,0.5000000000000001,1064,0,76288659.79381444
Cầu Giấy,0,0,11.3,152.0,2024,5,2,0.49999999999999994,-0.8660254037844387,587,0,74342105.26315789
Thanh Xuân,0,0,8.4,128.0,2023,2,1,0.8660254037844386,0.5000000000000001,1058,0,65625000.0
Gia Lâm,0,0,3.5,63.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,535,1,55555555.55555555
Thanh Xuân,0,0,9.5,130.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,517,1,73076923.07692307
Nam Từ Liêm,0,0,6.9,130.0,2023,12,4,-2.4492935982947064e-16,1.0,744,1,53076923.07692308
Thanh Xuân,0,0,12.2,164.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,912,1,74390243.90243903
Thanh Xuân,0,0,6.7,66.0,2024,12,4,-2.4492935982947064e-16,1.0,371,1,101515151.51515152
Thanh Xuân,0,0,8.7,88.0,2025,5,2,0.49999999999999994,-0.8660254037844387,218,0,98863636.36363636
Nam Từ Liêm,0,0,6.6,120.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,487,1,55000000.0
Hai Bà Trưng,0,0,15.0,57.0,2024,10,4,-0.8660254037844386,0.5000000000000001,435,1,263157894.7368421
Yên Thủy,0,0,1.9,168.0,2023,9,3,-1.0,-1.8369701987210297e-16,843,1,11309523.80952381
Hà Đông,0,0,13.2,300.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,882,1,44000000.0
Thanh Xuân,0,0,9.3,138.0,2023,10,4,-0.8660254037844386,0.5000000000000001,800,1,67391304.3478261
Cầu Giấy,0,0,10.5,116.0,2023,10,4,-0.8660254037844386,0.5000000000000001,821,1,90517241.37931034
Long Biên,0,0,6.1,32.0,2024,9,3,-1.0,-1.8369701987210297e-16,458,1,190625000.0
Hoàng Mai,0,0,3.2,24.0,2025,11,4,-0.5000000000000004,0.8660254037844384,57,1,133333333.33333333
Hoàng Mai,0,0,8.9,50.0,2023,9,3,-1.0,-1.8369701987210297e-16,848,1,178000000.0
Hà Đông,0,0,14.6,42.0,2024,12,4,-2.4492935982947064e-16,1.0,393,1,347619047.61904764
Hoàng Mai,0,0,63.6,266.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,177,1,239097744.36090225
Hoàng Mai,0,0,6.5,96.0,2024,9,3,-1.0,-1.8369701987210297e-16,460,1,67708333.33333333
Chương Mỹ,0,0,1.6,83.0,2023,10,4,-0.8660254037844386,0.5000000000000001,795,1,19277108.43373494
Hoàng Mai,0,0,25.5,75.0,2023,11,4,-0.5000000000000004,0.8660254037844384,789,1,340000000.0
Hoài Đức,0,0,24.8,132.0,2023,3,1,1.0,6.123233995736766e-17,1026,0,187878787.87878788
Hà Đông,0,0,17.6,50.0,2023,12,4,-2.4492935982947064e-16,1.0,756,1,352000000.0
Hà Đông,0,0,14.5,50.0,2025,4,2,0.8660254037844387,-0.4999999999999998,262,0,290000000.0
Nam Từ Liêm,0,0,1.8,28.0,2023,3,1,1.0,6.123233995736766e-17,1014,0,64285714.28571428
Hà Đông,0,0,13.2,50.0,2023,9,3,-1.0,-1.8369701987210297e-16,826,1,264000000.0
Nam Từ Liêm,0,0,2.1,28.0,2025,2,1,0.8660254037844386,0.5000000000000001,320,0,75000000.0
Nam Từ Liêm,0,0,3.4,47.0,2025,5,2,0.49999999999999994,-0.8660254037844387,217,0,72340425.53191489
Thanh Trì,0,0,3.7,87.0,2024,6,2,1.2246467991473532e-16,-1.0,567,0,42528735.63218391
Từ Sơn,0,0,6.6,75.0,2025,1,1,0.49999999999999994,0.8660254037844387,336,0,88000000.0
Hoàng Mai,0,0,16.1,51.0,2024,3,1,1.0,6.123233995736766e-17,649,0,315686274.50980395
Hai Bà Trưng,0,0,9.2,40.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,884,1,230000000.0
Thanh Xuân,0,0,0.291,72.0,2024,4,2,0.8660254037844387,-0.4999999999999998,635,0,4041666.6666666665
Hai Bà Trưng,0,0,14.1,69.0,2023,4,2,0.8660254037844387,-0.4999999999999998,986,0,204347826.08695653
Long Biên,0,0,87.0,250.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,511,1,348000000.0
Cầu Giấy,0,0,6.4,92.0,2023,12,4,-2.4492935982947064e-16,1.0,739,1,69565217.39130434
Thanh Xuân,0,0,6.4,32.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,510,1,200000000.0
Gia Lâm,0,0,21.6,150.0,2023,2,1,0.8660254037844386,0.5000000000000001,1053,0,144000000.0
Hai Bà Trưng,0,0,7.5,30.0,2023,12,4,-2.4492935982947064e-16,1.0,750,1,250000000.0
Cầu Giấy,0,0,4.7,62.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,174,1,75806451.61290322
Hai Bà Trưng,0,0,7.8,30.0,2024,9,3,-1.0,-1.8369701987210297e-16,466,1,260000000.0
Hà Đông,0,0,6.2,135.0,2024,6,2,1.2246467991473532e-16,-1.0,572,0,45925925.925925925
Long Biên,0,0,62.6,211.0,2023,12,4,-2.4492935982947064e-16,1.0,761,1,296682464.4549763
Hai Bà Trưng,0,0,11.7,52.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,159,1,225000000.0
Hoàng Mai,0,0,14.8,56.0,2025,11,4,-0.5000000000000004,0.8660254037844384,40,1,264285714.2857143
Long Biên,0,0,43.1,159.0,2024,5,2,0.49999999999999994,-0.8660254037844387,586,0,271069182.3899371
Hoài Đức,0,0,4.3,35.0,2024,3,1,1.0,6.123233995736766e-17,641,0,122857142.85714285
Từ Sơn,0,0,7.0,75.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,147,1,93333333.33333333
Hoài Đức,0,0,4.7,35.0,2025,4,2,0.8660254037844387,-0.4999999999999998,264,0,134285714.2857143
Nam Từ Liêm,0,0,8.6,115.0,2025,6,2,1.2246467991473532e-16,-1.0,186,0,74782608.69565217
Đông Anh,0,0,3.5,55.0,2023,9,3,-1.0,-1.8369701987210297e-16,830,1,63636363.63636363
Gia Lâm,0,0,2.6,47.0,2025,6,2,1.2246467991473532e-16,-1.0,197,0,55319148.93617021
Hoàng Mai,0,0,6.0,75.0,2024,1,1,0.49999999999999994,0.8660254037844387,721,0,80000000.0
Thanh Xuân,0,0,25.7,90.0,2023,1,1,0.49999999999999994,0.8660254037844387,1091,0,285555555.5555556
Thanh Xuân,0,0,27.6,90.0,2024,6,2,1.2246467991473532e-16,-1.0,572,0,306666666.6666667
Nam Từ Liêm,0,0,4.6,81.0,2024,1,1,0.49999999999999994,0.8660254037844387,710,0,56790123.45679013
Bắc Từ Liêm,0,0,6.2,86.0,2024,9,3,-1.0,-1.8369701987210297e-16,465,1,72093023.25581396
Nam Từ Liêm,0,0,5.3,105.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,855,1,50476190.47619048
Cầu Giấy,0,0,10.9,55.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,134,1,198181818.1818182
Gia Lâm,0,0,3.2,70.0,2023,10,4,-0.8660254037844386,0.5000000000000001,793,1,45714285.71428572
Hoàng Mai,0,0,7.2,104.0,2023,10,4,-0.8660254037844386,0.5000000000000001,820,1,69230769.23076923
Thanh Xuân,0,0,6.1,90.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,538,1,67777777.77777778
Cầu Giấy,0,0,20.2,65.0,2023,9,3,-1.0,-1.8369701987210297e-16,830,1,310769230.7692308
Hà Đông,0,0,17.3,74.0,2023,11,4,-0.5000000000000004,0.8660254037844384,782,1,233783783.7837838
Nam Từ Liêm,0,0,3.9,57.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,874,1,68421052.63157895
Cầu Giấy,0,0,11.3,159.0,2025,3,1,1.0,6.123233995736766e-17,298,0,71069182.3899371
Từ Sơn,0,0,6.9,75.0,2025,5,2,0.49999999999999994,-0.8660254037844387,231,0,92000000.0
Hoàng Mai,0,0,9.5,58.0,2024,6,2,1.2246467991473532e-16,-1.0,558,0,163793103.44827586
Thanh Xuân,0,0,7.6,83.0,2025,3,1,1.0,6.123233995736766e-17,305,0,91566265.06024097
Hoàng Mai,0,0,4.7,76.0,2025,4,2,0.8660254037844387,-0.4999999999999998,273,0,61842105.2631579
Hoàng Mai,0,0,4.2,76.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,906,1,55263157.89473684
Thanh Xuân,0,0,7.7,38.0,2025,11,4,-0.5000000000000004,0.8660254037844384,41,1,202631578.9473684
Hoàng Mai,0,0,31.8,95.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,173,1,334736842.1052632
Hoàng Mai,0,0,12.0,68.0,2023,9,3,-1.0,-1.8369701987210297e-16,840,1,176470588.2352941
Cầu Giấy,0,0,41.9,125.0,2023,6,2,1.2246467991473532e-16,-1.0,919,0,335200000.0
Hoàng Mai,0,0,8.2,138.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,905,1,59420289.85507245
Quốc Oai,0,0,3.2,45.0,2024,6,2,1.2246467991473532e-16,-1.0,550,0,71111111.1111111
Cầu Giấy,0,0,49.5,125.0,2025,4,2,0.8660254037844387,-0.4999999999999998,260,0,396000000.0
Nam Từ Liêm,0,0,3.4,41.0,2024,11,4,-0.5000000000000004,0.8660254037844384,422,1,82926829.26829268
Nam Từ Liêm,0,0,3.9,55.0,2025,1,1,0.49999999999999994,0.8660254037844387,356,0,70909090.9090909
Thanh Trì,0,0,2.9,40.0,2023,1,1,0.49999999999999994,0.8660254037844387,1080,0,72500000.0
Từ Sơn,0,0,6.7,75.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,142,1,89333333.33333333
Đống Đa,0,0,13.4,51.0,2025,1,1,0.49999999999999994,0.8660254037844387,360,0,262745098.03921568
Chương Mỹ,0,0,2.3,32.0,2023,11,4,-0.5000000000000004,0.8660254037844384,787,1,71875000.0
Thạch Thất,0,0,2.0,66.0,2025,6,2,1.2246467991473532e-16,-1.0,206,0,30303030.303030305
Hoàng Mai,0,0,10.6,75.0,2023,12,4,-2.4492935982947064e-16,1.0,755,1,141333333.33333334
Cầu Giấy,0,0,4.4,55.0,2025,10,4,-0.8660254037844386,0.5000000000000001,67,1,80000000.0
Cầu Giấy,0,0,92.6,115.0,2024,1,1,0.49999999999999994,0.8660254037844387,723,0,805217391.3043479
Long Biên,0,0,43.7,100.0,2023,6,2,1.2246467991473532e-16,-1.0,942,0,437000000.0
Long Biên,0,0,5.3,55.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,527,1,96363636.36363636
Long Biên,0,0,52.2,100.0,2025,5,2,0.49999999999999994,-0.8660254037844387,233,0,522000000.0
Long Biên,0,0,6.0,60.0,2023,9,3,-1.0,-1.8369701987210297e-16,824,1,100000000.0
Long Biên,0,0,5.5,46.0,2023,11,4,-0.5000000000000004,0.8660254037844384,784,1,119565217.39130434
Long Biên,0,0,6.5,33.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1,196969696.96969697
Hai Bà Trưng,0,0,14.8,55.0,2025,12,4,-2.4492935982947064e-16,1.0,22,1,269090909.09090906
Thanh Xuân,0,0,6.9,40.0,2023,9,3,-1.0,-1.8369701987210297e-16,846,1,172500000.0
Long Biên,0,0,14.9,65.0,2025,10,4,-0.8660254037844386,0.5000000000000001,74,1,229230769.23076922
Long Biên,0,0,7.8,34.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,897,1,229411764.70588234
Thanh Xuân,0,0,12.6,42.0,2023,9,3,-1.0,-1.8369701987210297e-16,830,1,300000000.0
Long Biên,0,0,6.0,75.0,2024,11,4,-0.5000000000000004,0.8660254037844384,399,1,80000000.0
Thanh Xuân,0,0,92.2,180.0,2025,5,2,0.49999999999999994,-0.8660254037844387,242,0,512222222.2222222
Nam Từ Liêm,0,0,25.4,58.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,863,1,437931034.48275864
Gia Lâm,0,0,1.9,30.0,2025,5,2,0.49999999999999994,-0.8660254037844387,236,0,63333333.333333336
Thanh Xuân,0,0,7.1,93.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,868,1,76344086.02150537
Hà Đông,0,0,2.6,65.0,2024,5,2,0.49999999999999994,-0.8660254037844387,606,0,40000000.0
Nam Từ Liêm,0,0,1.9,50.0,2025,6,2,1.2246467991473532e-16,-1.0,204,0,38000000.0
Thanh Trì,0,0,8.5,96.0,2024,4,2,0.8660254037844387,-0.4999999999999998,634,0,88541666.66666667
Thạch Thất,0,0,1.4,44.0,2024,11,4,-0.5000000000000004,0.8660254037844384,414,1,31818181.818181816
Gia Lâm,0,0,26.0,125.0,2024,2,1,0.8660254037844386,0.5000000000000001,686,0,208000000.0
Đống Đa,0,0,18.2,52.0,2025,1,1,0.49999999999999994,0.8660254037844387,341,0,350000000.0
Bắc Từ Liêm,0,0,0.35,290.0,2023,9,3,-1.0,-1.8369701987210297e-16,833,1,1206896.551724138
Tây Hồ,0,0,4.2,45.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,516,1,93333333.33333333
Hoài Đức,0,0,3.6,31.0,2023,2,1,0.8660254037844386,0.5000000000000001,1061,0,116129032.25806452
Cầu Giấy,0,0,5.6,32.0,2023,10,4,-0.8660254037844386,0.5000000000000001,797,1,175000000.0
Ba Đình,0,0,13.7,78.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,501,1,175641025.64102563
Gia Lâm,0,0,1.5,31.0,2023,1,1,0.49999999999999994,0.8660254037844387,1070,0,48387096.77419355
Hoàng Mai,0,0,2.7,45.0,2023,11,4,-0.5000000000000004,0.8660254037844384,788,1,60000000.0
Cầu Giấy,0,0,20.8,66.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,504,1,315151515.1515151
Nam Từ Liêm,0,0,19.9,65.0,2024,10,4,-0.8660254037844386,0.5000000000000001,449,1,306153846.15384614
Gia Lâm,0,0,2.9,60.0,2024,12,4,-2.4492935982947064e-16,1.0,391,1,48333333.333333336
Đông Anh,0,0,9.1,81.0,2024,4,2,0.8660254037844387,-0.4999999999999998,614,0,112345679.01234567
Cầu Giấy,0,0,8.4,39.0,2025,5,2,0.49999999999999994,-0.8660254037844387,215,0,215384615.3846154
Ba Đình,0,0,6.6,40.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,913,1,165000000.0
Tây Hồ,0,0,73.9,230.0,2024,9,3,-1.0,-1.8369701987210297e-16,460,1,321304347.82608694
Hoàng Mai,0,0,4.9,32.0,2025,6,2,1.2246467991473532e-16,-1.0,209,0,153125000.0
Hai Bà Trưng,0,0,7.0,74.0,2024,11,4,-0.5000000000000004,0.8660254037844384,406,1,94594594.5945946
Móng Cái,0,0,4.7,60.0,2025,12,4,-2.4492935982947064e-16,1.0,25,1,78333333.33333333
Hoàng Mai,0,0,4.1,30.0,2024,9,3,-1.0,-1.8369701987210297e-16,485,1,136666666.66666666
Ba Đình,0,0,1.7,35.0,2023,6,2,1.2246467991473532e-16,-1.0,934,0,48571428.571428575
Đống Đa,0,0,2.0,52.0,2023,10,4,-0.8660254037844386,0.5000000000000001,798,1,38461538.461538464
Nam Từ Liêm,0,0,7.9,138.0,2025,5,2,0.49999999999999994,-0.8660254037844387,223,0,57246376.8115942
Cầu Giấy,0,0,1.4,33.0,2025,11,4,-0.5000000000000004,0.8660254037844384,48,1,42424242.42424242
Nam Từ Liêm,0,0,7.5,108.0,2025,1,1,0.49999999999999994,0.8660254037844387,339,0,69444444.44444445
Bắc Từ Liêm,0,0,5.8,99.0,2024,10,4,-0.8660254037844386,0.5000000000000001,429,1,58585858.58585858
Ba Đình,0,0,29.2,60.0,2024,6,2,1.2246467991473532e-16,-1.0,561,0,486666666.6666667
Đông Anh,0,0,3.8,67.0,2024,2,1,0.8660254037844386,0.5000000000000001,688,0,56716417.91044776
Long Biên,0,0,7.9,50.0,2024,1,1,0.49999999999999994,0.8660254037844387,709,0,158000000.0
Cầu Giấy,0,0,4.7,57.0,2024,12,4,-2.4492935982947064e-16,1.0,367,1,82456140.3508772
Gia Lâm,0,0,3.4,80.0,2023,9,3,-1.0,-1.8369701987210297e-16,845,1,42500000.0
Nam Từ Liêm,0,0,2.1,28.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,525,1,75000000.0
Cầu Giấy,0,0,38.1,136.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,543,1,280147058.8235294
Thanh Xuân,0,0,13.6,51.0,2025,5,2,0.49999999999999994,-0.8660254037844387,230,0,266666666.66666666
Cầu Giấy,0,0,6.8,72.0,2024,12,4,-2.4492935982947064e-16,1.0,379,1,94444444.44444445
Móng Cái,0,0,4.2,60.0,2024,4,2,0.8660254037844387,-0.4999999999999998,620,0,70000000.0
Cầu Giấy,0,0,41.8,75.0,2025,12,4,-2.4492935982947064e-16,1.0,19,1,557333333.3333334
Thanh Xuân,0,0,17.6,50.0,2023,1,1,0.49999999999999994,0.8660254037844387,1070,0,352000000.0
Đống Đa,0,0,13.7,95.0,2025,9,3,-1.0,-1.8369701987210297e-16,105,1,144210526.31578946
Đống Đa,0,0,7.1,70.0,2023,10,4,-0.8660254037844386,0.5000000000000001,804,1,101428571.42857143
Đống Đa,0,0,8.5,92.0,2025,3,1,1.0,6.123233995736766e-17,282,0,92391304.3478261
Hà Đông,0,0,5.9,112.0,2025,12,4,-2.4492935982947064e-16,1.0,22,1,52678571.428571425
Long Biên,0,0,2.4,51.0,2023,11,4,-0.5000000000000004,0.8660254037844384,764,1,47058823.52941176
Long Biên,0,0,0.25,280.0,2025,2,1,0.8660254037844386,0.5000000000000001,312,0,892857.1428571428
Nam Từ Liêm,0,0,3.9,60.0,2023,6,2,1.2246467991473532e-16,-1.0,931,0,65000000.0
Thanh Xuân,0,0,1.8,42.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,146,1,42857142.85714286
Cầu Giấy,0,0,7.9,81.0,2024,10,4,-0.8660254037844386,0.5000000000000001,433,1,97530864.19753087
Thanh Xuân,0,0,14.1,130.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,515,1,108461538.46153846
Gia Lâm,0,0,2.5,47.0,2024,12,4,-2.4492935982947064e-16,1.0,390,1,53191489.36170213
Gia Lâm,0,0,4.6,80.0,2025,11,4,-0.5000000000000004,0.8660254037844384,36,1,57500000.0
Móng Cái,0,0,3.7,60.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1003,0,61666666.666666664
Nam Từ Liêm,0,0,9.0,114.0,2024,10,4,-0.8660254037844386,0.5000000000000001,448,1,78947368.42105263
Hà Đông,0,0,12.0,50.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,131,1,240000000.0
Gia Lâm,0,0,3.3,70.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,537,1,47142857.14285714
Gia Lâm,0,0,2.6,60.0,2023,5,2,0.49999999999999994,-0.8660254037844387,974,0,43333333.333333336
Hai Bà Trưng,0,0,4.4,52.0,2024,9,3,-1.0,-1.8369701987210297e-16,460,1,84615384.61538461
Hoàn Kiếm,0,0,85.4,150.0,2023,12,4,-2.4492935982947064e-16,1.0,737,1,569333333.3333334
Hoài Đức,0,0,5.0,40.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,889,1,125000000.0
Hoàng Mai,0,0,4.5,68.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,145,1,66176470.5882353
Cầu Giấy,0,0,6.3,23.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,497,1,273913043.4782609
Long Biên,0,0,10.7,95.0,2025,6,2,1.2246467991473532e-16,-1.0,189,0,112631578.94736843
Hai Bà Trưng,0,0,10.2,31.0,2025,1,1,0.49999999999999994,0.8660254037844387,345,0,329032258.0645161
Hai Bà Trưng,0,0,13.7,185.0,2023,1,1,0.49999999999999994,0.8660254037844387,1087,0,74054054.05405405
Cầu Giấy,0,0,72.0,150.0,2024,5,2,0.49999999999999994,-0.8660254037844387,598,0,480000000.0
Đống Đa,0,0,17.4,66.0,2023,9,3,-1.0,-1.8369701987210297e-16,846,1,263636363.63636363
Hoàng Mai,0,0,7.3,52.0,2025,10,4,-0.8660254037844386,0.5000000000000001,86,1,140384615.3846154
Hai Bà Trưng,0,0,17.1,52.0,2023,11,4,-0.5000000000000004,0.8660254037844384,771,1,328846153.84615386
Phúc Thọ,0,0,2.6,80.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,501,1,32500000.0
Long Biên,0,0,53.3,200.0,2023,11,4,-0.5000000000000004,0.8660254037844384,788,1,266500000.0
Hai Bà Trưng,0,0,11.5,75.0,2023,9,3,-1.0,-1.8369701987210297e-16,835,1,153333333.33333334
Móng Cái,0,0,4.2,60.0,2024,10,4,-0.8660254037844386,0.5000000000000001,427,1,70000000.0
Quốc Oai,0,0,2.2,101.0,2023,4,2,0.8660254037844387,-0.4999999999999998,999,0,21782178.21782178
Long Biên,0,0,17.9,60.0,2024,2,1,0.8660254037844386,0.5000000000000001,672,0,298333333.3333333
Hai Bà Trưng,0,0,12.3,50.0,2025,3,1,1.0,6.123233995736766e-17,295,0,246000000.0
Gia Lâm,0,0,41.7,165.0,2024,9,3,-1.0,-1.8369701987210297e-16,465,1,252727272.72727272
Nam Từ Liêm,0,0,3.1,43.0,2024,5,2,0.49999999999999994,-0.8660254037844387,604,0,72093023.25581396
Hai Bà Trưng,0,0,6.3,47.0,2024,10,4,-0.8660254037844386,0.5000000000000001,455,1,134042553.19148937
Đống Đa,0,0,9.9,50.0,2024,2,1,0.8660254037844386,0.5000000000000001,686,0,198000000.0
Thanh Xuân,0,0,10.2,113.0,2025,10,4,-0.8660254037844386,0.5000000000000001,65,1,90265486.72566372
Cầu Giấy,0,0,5.8,80.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1004,0,72500000.0
Long Biên,0,0,5.0,42.0,2024,12,4,-2.4492935982947064e-16,1.0,370,1,119047619.04761904
Sơn Tây,0,0,8.3,352.0,2025,9,3,-1.0,-1.8369701987210297e-16,104,1,23579545.454545457
Hai Bà Trưng,0,0,43.2,50.0,2025,6,2,1.2246467991473532e-16,-1.0,192,0,864000000.0
Nam Từ Liêm,0,0,2.8,43.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,859,1,65116279.069767445
Thanh Xuân,0,0,9.7,136.0,2023,11,4,-0.5000000000000004,0.8660254037844384,763,1,71323529.41176471
Hoàn Kiếm,0,0,34.9,38.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,183,1,918421052.6315789
Gia Lâm,0,0,22.4,70.0,2025,3,1,1.0,6.123233995736766e-17,298,0,320000000.0
Nam Từ Liêm,0,0,16.1,48.0,2025,3,1,1.0,6.123233995736766e-17,282,0,335416666.6666667
Gia Lâm,0,0,23.7,150.0,2023,5,2,0.49999999999999994,-0.8660254037844387,949,0,158000000.0
Móng Cái,0,0,4.4,60.0,2025,3,1,1.0,6.123233995736766e-17,299,0,73333333.33333333
Long Biên,0,0,6.7,42.0,2024,12,4,-2.4492935982947064e-16,1.0,366,1,159523809.52380952
Tây Hồ,0,0,7.9,36.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,163,1,219444444.44444445
Hà Đông,0,0,10.1,50.0,2023,3,1,1.0,6.123233995736766e-17,1023,0,202000000.0
