district,bedrooms,bathrooms,price_vnd,area_m2,posting_year,posting_month,posting_quarter,month_sin,month_cos,days_since_posted,half_year,price_per_m2
Đống Đa,0,0,7.7,78.0,2024,6,2,1.2246467991473532e-16,-1.0,566,0,98717948.71794872
Hà Đông,0,0,15.4,80.0,2024,2,1,0.8660254037844386,0.5000000000000001,679,0,192500000.0
Hà Đông,0,0,4.8,80.0,2023,6,2,1.2246467991473532e-16,-1.0,925,0,60000000.0
Cầu Giấy,0,0,9.7,56.0,2024,5,2,0.49999999999999994,-0.8660254037844387,608,0,173214285.7142857
Hà Đông,0,0,5.8,80.0,2025,4,2,0.8660254037844387,-0.4999999999999998,254,0,72500000.0
Cầu Giấy,0,0,9.1,56.0,2023,4,2,0.8660254037844387,-0.4999999999999998,983,0,162500000.0
Thường Tín,0,0,10.6,81.0,2023,5,2,0.49999999999999994,-0.8660254037844387,972,0,130864197.5308642
Gia Lâm,0,0,48.1,255.0,2025,11,4,-0.5000000000000004,0.8660254037844384,60,1,188627450.98039216
Thanh Trì,0,0,26.2,100.0,2024,12,4,-2.4492935982947064e-16,1.0,367,1,262000000.0
Cầu Giấy,0,0,6.0,80.0,2024,2,1,0.8660254037844386,0.5000000000000001,693,0,75000000.0
Đống Đa,0,0,23.6,49.0,2024,10,4,-0.8660254037844386,0.5000000000000001,431,1,481632653.06122446
Long Biên,0,0,13.8,60.0,2024,11,4,-0.5000000000000004,0.8660254037844384,398,1,230000000.0
Long Biên,0,0,7.2,70.0,2025,10,4,-0.8660254037844386,0.5000000000000001,84,1,102857142.85714285
Nam Từ Liêm,0,0,6.9,107.0,2024,11,4,-0.5000000000000004,0.8660254037844384,416,1,64485981.30841122
Hai Bà Trưng,0,0,16.9,40.0,2025,9,3,-1.0,-1.8369701987210297e-16,120,1,422499999.99999994
Hoàng Mai,0,0,9.0,55.0,2025,3,1,1.0,6.123233995736766e-17,290,0,163636363.63636363
Hai Bà Trưng,0,0,4.6,25.0,2023,4,2,0.8660254037844387,-0.4999999999999998,989,0,184000000.0
Đống Đa,0,0,19.3,48.0,2024,9,3,-1.0,-1.8369701987210297e-16,484,1,402083333.3333333
Hà Đông,0,0,4.6,89.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,902,1,51685393.258426964
Hà Đông,0,0,4.3,89.0,2023,1,1,0.49999999999999994,0.8660254037844387,1076,0,48314606.741573036
Nam Từ Liêm,0,0,3.4,41.0,2024,5,2,0.49999999999999994,-0.8660254037844387,605,0,82926829.26829268
Long Biên,0,0,5.7,42.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,533,1,135714285.7142857
Nam Từ Liêm,0,0,6.2,64.0,2024,10,4,-0.8660254037844386,0.5000000000000001,445,1,96875000.0
Hoàng Mai,0,0,19.1,60.0,2023,6,2,1.2246467991473532e-16,-1.0,922,0,318333333.3333333
Tây Hồ,0,0,6.9,35.0,2024,9,3,-1.0,-1.8369701987210297e-16,461,1,197142857.14285713
Đông Anh,0,0,15.5,62.0,2024,1,1,0.49999999999999994,0.8660254037844387,726,0,250000000.0
Đống Đa,0,0,22.5,62.0,2025,3,1,1.0,6.123233995736766e-17,283,0,362903225.8064516
Hoàng Mai,0,0,7.4,40.0,2024,12,4,-2.4492935982947064e-16,1.0,386,1,185000000.0
Cầu Giấy,0,0,13.1,51.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,148,1,256862745.0980392
Tây Hồ,0,0,14.8,50.0,2024,5,2,0.49999999999999994,-0.8660254037844387,596,0,296000000.0
Nam Từ Liêm,0,0,19.9,68.0,2024,12,4,-2.4492935982947064e-16,1.0,371,1,292647058.8235294
Cầu Giấy,0,0,9.0,50.0,2023,11,4,-0.5000000000000004,0.8660254037844384,779,1,180000000.0
Bắc Từ Liêm,0,0,9.9,62.0,2023,12,4,-2.4492935982947064e-16,1.0,755,1,159677419.3548387
Hà Đông,0,0,12.3,126.0,2025,6,2,1.2246467991473532e-16,-1.0,210,0,97619047.61904761
Bắc Từ Liêm,0,0,0.215,236.0,2024,6,2,1.2246467991473532e-16,-1.0,577,0,911016.9491525424
Gia Lâm,0,0,3.1,60.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,172,1,51666666.666666664
Hoàng Mai,0,0,16.8,64.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,136,1,262500000.0
Đông Anh,0,0,12.3,155.0,2025,10,4,-0.8660254037844386,0.5000000000000001,81,1,79354838.70967741
Tây Hồ,0,0,12.1,70.0,2024,5,2,0.49999999999999994,-0.8660254037844387,595,0,172857142.85714287
Hoàng Mai,0,0,8.1,48.0,2024,2,1,0.8660254037844386,0.5000000000000001,674,0,168750000.0
Hà Đông,0,0,60.2,240.0,2024,11,4,-0.5000000000000004,0.8660254037844384,425,1,250833333.33333334
Long Biên,0,0,4.3,78.0,2025,2,1,0.8660254037844386,0.5000000000000001,322,0,55128205.12820513
Chương Mỹ,0,0,3.9,126.0,2025,1,1,0.49999999999999994,0.8660254037844387,353,0,30952380.95238095
Hai Bà Trưng,0,0,13.4,55.0,2024,3,1,1.0,6.123233995736766e-17,668,0,243636363.63636363
Hai Bà Trưng,0,0,14.2,48.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,877,1,295833333.3333333
Đông Anh,0,0,3.8,51.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,901,1,74509803.92156863
Long Biên,0,0,4.8,37.0,2024,1,1,0.49999999999999994,0.8660254037844387,721,0,129729729.72972973
Tây Hồ,0,0,15.5,50.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,889,1,310000000.0
Cầu Giấy,0,0,20.8,68.0,2023,2,1,0.8660254037844386,0.5000000000000001,1050,0,305882352.9411765
Tây Hồ,0,0,24.7,75.0,2024,12,4,-2.4492935982947064e-16,1.0,390,1,329333333.3333333
Đông Anh,0,0,2.3,45.0,2024,11,4,-0.5000000000000004,0.8660254037844384,397,1,51111111.11111111
Tây Hồ,0,0,22.8,75.0,2024,1,1,0.49999999999999994,0.8660254037844387,730,0,304000000.0
Đông Anh,0,0,2.2,45.0,2023,4,2,0.8660254037844387,-0.4999999999999998,982,0,48888888.88888889
Hoàng Mai,0,0,6.2,32.0,2024,4,2,0.8660254037844387,-0.4999999999999998,620,0,193750000.0
Hoàng Mai,0,0,4.4,41.0,2023,12,4,-2.4492935982947064e-16,1.0,752,1,107317073.17073171
Đông Anh,0,0,4.0,42.0,2024,12,4,-2.4492935982947064e-16,1.0,368,1,95238095.23809524
Long Biên,0,0,6.6,97.0,2024,2,1,0.8660254037844386,0.5000000000000001,688,0,68041237.11340207
Long Biên,0,0,5.6,85.0,2023,9,3,-1.0,-1.8369701987210297e-16,827,1,65882352.941176474
Cầu Giấy,0,0,9.4,111.0,2025,12,4,-2.4492935982947064e-16,1.0,24,1,84684684.68468468
Gia Lâm,0,0,2.1,35.0,2024,6,2,1.2246467991473532e-16,-1.0,568,0,60000000.0
Hoàng Mai,0,0,30.8,75.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,903,1,410666666.6666667
Bắc Từ Liêm,0,0,4.8,96.0,2023,2,1,0.8660254037844386,0.5000000000000001,1046,0,50000000.0
Hà Đông,0,0,5.1,103.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,513,1,49514563.106796116
Gia Lâm,0,0,5.1,30.0,2025,11,4,-0.5000000000000004,0.8660254037844384,42,1,170000000.0
Hoài Đức,0,0,20.5,80.0,2024,3,1,1.0,6.123233995736766e-17,654,0,256250000.0
Bắc Từ Liêm,0,0,6.7,35.0,2023,3,1,1.0,6.123233995736766e-17,1026,0,191428571.42857143
Long Biên,0,0,3.5,22.0,2024,3,1,1.0,6.123233995736766e-17,649,0,159090909.0909091
Hà Đông,0,0,3.0,32.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,883,1,93750000.0
Cầu Giấy,0,0,32.5,70.0,2023,2,1,0.8660254037844386,0.5000000000000001,1054,0,464285714.28571427
Hà Đông,0,0,13.4,50.0,2025,4,2,0.8660254037844387,-0.4999999999999998,247,0,268000000.0
Long Biên,0,0,13.8,72.0,2024,6,2,1.2246467991473532e-16,-1.0,563,0,191666666.66666666
Hoàng Mai,0,0,3.5,64.0,2023,11,4,-0.5000000000000004,0.8660254037844384,768,1,54687500.0
Tây Hồ,0,0,13.8,48.0,2025,9,3,-1.0,-1.8369701987210297e-16,96,1,287500000.0
Thanh Xuân,0,0,6.2,75.0,2023,6,2,1.2246467991473532e-16,-1.0,930,0,82666666.66666667
Nam Từ Liêm,0,0,6.7,51.0,2023,12,4,-2.4492935982947064e-16,1.0,750,1,131372549.01960784
Hoàng Mai,0,0,21.2,64.0,2025,9,3,-1.0,-1.8369701987210297e-16,106,1,331250000.0
Hai Bà Trưng,0,0,8.3,40.0,2024,11,4,-0.5000000000000004,0.8660254037844384,424,1,207500000.00000003
Nam Từ Liêm,0,0,7.6,32.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,168,1,237500000.0
Cầu Giấy,0,0,38.3,156.0,2025,12,4,-2.4492935982947064e-16,1.0,27,1,245512820.5128205
Long Biên,0,0,3.9,38.0,2023,11,4,-0.5000000000000004,0.8660254037844384,769,1,102631578.94736843
Cầu Giấy,0,0,8.1,72.0,2025,11,4,-0.5000000000000004,0.8660254037844384,45,1,112500000.0
Long Biên,0,0,23.0,94.0,2024,3,1,1.0,6.123233995736766e-17,647,0,244680851.06382978
Gia Lâm,0,0,20.1,70.0,2023,12,4,-2.4492935982947064e-16,1.0,731,1,287142857.14285713
Thanh Xuân,0,0,15.5,78.0,2024,9,3,-1.0,-1.8369701987210297e-16,477,1,198717948.7179487
Bắc Từ Liêm,0,0,4.3,78.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,889,1,55128205.12820513
Bắc Từ Liêm,0,0,5.0,78.0,2024,9,3,-1.0,-1.8369701987210297e-16,466,1,64102564.102564104
Hoài Đức,0,0,0.12,103.0,2024,9,3,-1.0,-1.8369701987210297e-16,477,1,1165048.5436893203
Hoàng Mai,0,0,43.3,120.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,160,1,360833333.3333333
Long Biên,0,0,7.4,40.0,2024,5,2,0.49999999999999994,-0.8660254037844387,584,0,185000000.0
Gia Lâm,0,0,2.6,59.0,2023,12,4,-2.4492935982947064e-16,1.0,758,1,44067796.61016949
Nam Từ Liêm,0,0,6.6,38.0,2023,10,4,-0.8660254037844386,0.5000000000000001,792,1,173684210.52631578
Hà Đông,0,0,10.4,50.0,2023,9,3,-1.0,-1.8369701987210297e-16,849,1,208000000.0
Ba Đình,0,0,80.7,134.0,2024,1,1,0.49999999999999994,0.8660254037844387,727,0,602238805.9701493
Gia Lâm,0,0,17.3,70.0,2023,11,4,-0.5000000000000004,0.8660254037844384,783,1,247142857.14285713
Cầu Giấy,0,0,8.9,35.0,2025,11,4,-0.5000000000000004,0.8660254037844384,41,1,254285714.2857143
Nam Từ Liêm,0,0,19.1,185.0,2024,9,3,-1.0,-1.8369701987210297e-16,462,1,103243243.24324325
Thanh Xuân,0,0,5.8,65.0,2024,1,1,0.49999999999999994,0.8660254037844387,719,0,89230769.23076923
Nam Từ Liêm,0,0,5.9,70.0,2024,10,4,-0.8660254037844386,0.5000000000000001,442,1,84285714.28571428
Hà Đông,0,0,20.8,86.0,2024,11,4,-0.5000000000000004,0.8660254037844384,405,1,241860465.11627907
Nam Từ Liêm,0,0,7.1,38.0,2024,4,2,0.8660254037844387,-0.4999999999999998,630,0,186842105.2631579
Nam Từ Liêm,0,0,8.0,38.0,2025,12,4,-2.4492935982947064e-16,1.0,20,1,210526315.78947368
Bắc Từ Liêm,0,0,70.6,190.0,2025,9,3,-1.0,-1.8369701987210297e-16,114,1,371578947.3684211
Hà Đông,0,0,22.9,77.0,2024,11,4,-0.5000000000000004,0.8660254037844384,408,1,297402597.4025974
Gia Lâm,0,0,22.1,100.0,2024,10,4,-0.8660254037844386,0.5000000000000001,452,1,221000000.0
Hà Đông,0,0,14.8,50.0,2024,11,4,-0.5000000000000004,0.8660254037844384,410,1,296000000.0
Thanh Xuân,0,0,58.8,160.0,2024,4,2,0.8660254037844387,-0.4999999999999998,639,0,367500000.0
Hà Đông,0,0,15.2,55.0,2024,9,3,-1.0,-1.8369701987210297e-16,476,1,276363636.3636364
Cầu Giấy,0,0,3.0,15.0,2023,10,4,-0.8660254037844386,0.5000000000000001,818,1,200000000.0
Hà Đông,0,0,17.1,50.0,2025,11,4,-0.5000000000000004,0.8660254037844384,42,1,342000000.00000006
Long Biên,0,0,56.7,152.0,2025,10,4,-0.8660254037844386,0.5000000000000001,87,1,373026315.7894737
Hoài Đức,0,0,0.112,75.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,124,1,1493333.3333333333
Hà Đông,0,0,16.9,92.0,2023,6,2,1.2246467991473532e-16,-1.0,920,0,183695652.17391303
Hoàng Mai,0,0,7.8,78.0,2025,9,3,-1.0,-1.8369701987210297e-16,117,1,100000000.0
Hà Đông,0,0,6.9,90.0,2025,11,4,-0.5000000000000004,0.8660254037844384,58,1,76666666.66666667
Long Biên,0,0,71.6,192.0,2024,6,2,1.2246467991473532e-16,-1.0,558,0,372916666.6666667
Nam Từ Liêm,0,0,7.3,89.0,2025,12,4,-2.4492935982947064e-16,1.0,29,1,82022471.91011237
Hoàng Mai,0,0,7.1,43.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,535,1,165116279.06976745
Hà Đông,0,0,8.3,30.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,130,1,276666666.6666667
Hoàng Mai,0,0,5.1,69.0,2024,10,4,-0.8660254037844386,0.5000000000000001,435,1,73913043.47826087
Đống Đa,0,0,10.3,47.0,2024,3,1,1.0,6.123233995736766e-17,667,0,219148936.17021278
Hà Đông,0,0,10.5,43.0,2023,9,3,-1.0,-1.8369701987210297e-16,841,1,244186046.5116279
Bắc Từ Liêm,0,0,5.1,70.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,507,1,72857142.85714285
Nam Từ Liêm,0,0,5.1,65.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,526,1,78461538.46153846
Long Biên,0,0,75.4,225.0,2024,10,4,-0.8660254037844386,0.5000000000000001,445,1,335111111.1111111
Hà Đông,0,0,16.0,47.0,2025,12,4,-2.4492935982947064e-16,1.0,29,1,340425531.9148936
Nam Từ Liêm,0,0,6.7,90.0,2025,5,2,0.49999999999999994,-0.8660254037844387,238,0,74444444.44444445
Hà Đông,0,0,33.7,120.0,2025,11,4,-0.5000000000000004,0.8660254037844384,49,1,280833333.3333334
Nam Từ Liêm,0,0,3.0,55.0,2023,9,3,-1.0,-1.8369701987210297e-16,843,1,54545454.54545455
Hoàng Mai,0,0,2.6,46.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,140,1,56521739.13043478
Cầu Giấy,0,0,17.5,50.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,147,1,350000000.0
Hoài Đức,0,0,24.4,147.0,2025,9,3,-1.0,-1.8369701987210297e-16,102,1,165986394.55782312
Nam Từ Liêm,0,0,21.6,86.0,2023,4,2,0.8660254037844387,-0.4999999999999998,994,0,251162790.69767442
Hà Đông,0,0,12.8,50.0,2025,9,3,-1.0,-1.8369701987210297e-16,111,1,256000000.0
Đống Đa,0,0,21.8,50.0,2024,11,4,-0.5000000000000004,0.8660254037844384,405,1,436000000.0
Bắc Từ Liêm,0,0,13.3,80.0,2025,10,4,-0.8660254037844386,0.5000000000000001,73,1,166250000.0
Hoàng Mai,0,0,4.9,55.0,2023,2,1,0.8660254037844386,0.5000000000000001,1063,0,89090909.0909091
Hoàng Mai,0,0,8.5,30.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,542,1,283333333.3333333
Quốc Oai,0,0,4.2,115.0,2025,1,1,0.49999999999999994,0.8660254037844387,354,0,36521739.13043478
Tây Hồ,0,0,15.0,70.0,2025,3,1,1.0,6.123233995736766e-17,292,0,214285714.2857143
Tây Hồ,0,0,14.8,70.0,2025,1,1,0.49999999999999994,0.8660254037844387,346,0,211428571.42857143
Long Biên,0,0,50.5,188.0,2024,1,1,0.49999999999999994,0.8660254037844387,700,0,268617021.2765958
Long Biên,0,0,7.9,119.0,2025,6,2,1.2246467991473532e-16,-1.0,191,0,66386554.62184874
Tây Hồ,0,0,4.7,65.0,2023,11,4,-0.5000000000000004,0.8660254037844384,776,1,72307692.3076923
Hoài Đức,0,0,0.116,83.0,2023,9,3,-1.0,-1.8369701987210297e-16,834,1,1397590.3614457832
Sơn Tây,0,0,6.0,111.0,2025,11,4,-0.5000000000000004,0.8660254037844384,48,1,54054054.05405405
Long Biên,0,0,0.174,107.0,2023,1,1,0.49999999999999994,0.8660254037844387,1080,0,1626168.2242990655
Nam Từ Liêm,0,0,82.2,105.0,2025,12,4,-2.4492935982947064e-16,1.0,17,1,782857142.8571428
Tây Hồ,0,0,15.6,48.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,166,1,325000000.0
Hà Đông,0,0,13.1,50.0,2023,11,4,-0.5000000000000004,0.8660254037844384,764,1,262000000.0
Hà Đông,0,0,2.0,45.0,2023,1,1,0.49999999999999994,0.8660254037844387,1071,0,44444444.44444445
Hà Đông,0,0,14.1,60.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,160,1,235000000.0
Cầu Giấy,0,0,34.4,62.0,2025,4,2,0.8660254037844387,-0.4999999999999998,267,0,554838709.6774193
Thanh Trì,0,0,6.8,44.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,901,1,154545454.54545453
Thường Tín,0,0,2.9,70.0,2025,5,2,0.49999999999999994,-0.8660254037844387,233,0,41428571.428571425
Thanh Trì,0,0,7.8,44.0,2024,12,4,-2.4492935982947064e-16,1.0,381,1,177272727.27272728
Thường Tín,0,0,3.2,70.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,148,1,45714285.71428572
Hà Đông,0,0,14.3,50.0,2023,5,2,0.49999999999999994,-0.8660254037844387,962,0,286000000.0
Hà Đông,0,0,18.1,180.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,531,1,100555555.55555555
Nam Từ Liêm,0,0,3.1,43.0,2023,5,2,0.49999999999999994,-0.8660254037844387,975,0,72093023.25581396
Nam Từ Liêm,0,0,4.9,78.0,2024,4,2,0.8660254037844387,-0.4999999999999998,623,0,62820512.820512824
Hoài Đức,0,0,3.4,34.0,2024,4,2,0.8660254037844387,-0.4999999999999998,623,0,100000000.0
Hà Đông,0,0,8.4,50.0,2023,4,2,0.8660254037844387,-0.4999999999999998,989,0,168000000.0
Long Biên,0,0,12.7,78.0,2024,1,1,0.49999999999999994,0.8660254037844387,716,0,162820512.82051283
Cầu Giấy,0,0,6.5,72.0,2023,6,2,1.2246467991473532e-16,-1.0,937,0,90277777.77777778
Tây Hồ,0,0,48.8,152.0,2025,6,2,1.2246467991473532e-16,-1.0,187,0,321052631.57894737
Ba Đình,0,0,60.7,140.0,2023,4,2,0.8660254037844387,-0.4999999999999998,981,0,433571428.5714286
Gia Lâm,0,0,4.9,65.0,2025,11,4,-0.5000000000000004,0.8660254037844384,49,1,75384615.38461539
Thanh Xuân,0,0,1.6,41.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,496,1,39024390.24390244
Thanh Trì,0,0,7.3,41.0,2023,12,4,-2.4492935982947064e-16,1.0,760,1,178048780.4878049
Nam Từ Liêm,0,0,4.7,83.0,2023,4,2,0.8660254037844387,-0.4999999999999998,976,0,56626506.024096385
Thanh Xuân,0,0,6.6,39.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,518,1,169230769.23076922
Thanh Xuân,0,0,1.7,41.0,2025,6,2,1.2246467991473532e-16,-1.0,203,0,41463414.63414634
Thanh Trì,0,0,7.6,41.0,2025,2,1,0.8660254037844386,0.5000000000000001,319,0,185365853.65853658
Nam Từ Liêm,0,0,4.9,83.0,2023,3,1,1.0,6.123233995736766e-17,1010,0,59036144.578313254
Thanh Xuân,0,0,5.7,39.0,2023,4,2,0.8660254037844387,-0.4999999999999998,981,0,146153846.15384614
Tây Hồ,0,0,0.115,191.0,2023,11,4,-0.5000000000000004,0.8660254037844384,763,1,602094.2408376964
Long Biên,0,0,11.7,52.0,2025,6,2,1.2246467991473532e-16,-1.0,193,0,225000000.0
Hoàng Mai,0,0,6.4,35.0,2025,10,4,-0.8660254037844386,0.5000000000000001,70,1,182857142.85714287
Thanh Xuân,0,0,6.8,71.0,2024,4,2,0.8660254037844387,-0.4999999999999998,626,0,95774647.88732395
Hà Đông,0,0,15.3,50.0,2023,12,4,-2.4492935982947064e-16,1.0,744,1,306000000.0
Thanh Xuân,0,0,9.6,52.0,2024,12,4,-2.4492935982947064e-16,1.0,394,1,184615384.6153846
Gia Lâm,0,0,8.6,58.0,2025,11,4,-0.5000000000000004,0.8660254037844384,31,1,148275862.06896552
Long Biên,0,0,6.0,89.0,2024,1,1,0.49999999999999994,0.8660254037844387,701,0,67415730.33707865
Hoàng Mai,0,0,7.3,65.0,2024,12,4,-2.4492935982947064e-16,1.0,389,1,112307692.3076923
Hoàng Mai,0,0,6.0,65.0,2023,6,2,1.2246467991473532e-16,-1.0,922,0,92307692.3076923
Cầu Giấy,0,0,3.3,38.0,2025,9,3,-1.0,-1.8369701987210297e-16,106,1,86842105.26315789
Hai Bà Trưng,0,0,53.4,150.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,515,1,356000000.0
Hà Đông,0,0,7.5,142.0,2024,6,2,1.2246467991473532e-16,-1.0,574,0,52816901.40845071
Nam Từ Liêm,0,0,10.5,106.0,2024,11,4,-0.5000000000000004,0.8660254037844384,406,1,99056603.7735849
Nam Từ Liêm,0,0,3.4,54.0,2023,4,2,0.8660254037844387,-0.4999999999999998,982,0,62962962.96296296
Cầu Giấy,0,0,9.8,93.0,2025,1,1,0.49999999999999994,0.8660254037844387,363,0,105376344.08602151
Hoàng Mai,0,0,14.6,65.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1,224615384.6153846
Nam Từ Liêm,0,0,47.6,80.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,172,1,595000000.0
Cầu Giấy,0,0,8.6,83.0,2025,6,2,1.2246467991473532e-16,-1.0,192,0,103614457.83132531
Nam Từ Liêm,0,0,26.2,55.0,2024,9,3,-1.0,-1.8369701987210297e-16,467,1,476363636.3636364
Long Biên,0,0,5.2,77.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,498,1,67532467.53246753
Ba Đình,0,0,12.4,126.0,2025,5,2,0.49999999999999994,-0.8660254037844387,225,0,98412698.41269842
Nam Từ Liêm,0,0,4.5,105.0,2023,1,1,0.49999999999999994,0.8660254037844387,1095,0,42857142.85714286
Nam Từ Liêm,0,0,2.7,43.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,507,1,62790697.674418606
Hoàng Mai,0,0,13.3,52.0,2023,3,1,1.0,6.123233995736766e-17,1015,0,255769230.76923078
Hà Đông,0,0,26.2,63.0,2023,11,4,-0.5000000000000004,0.8660254037844384,778,1,415873015.8730159
Cầu Giấy,0,0,38.4,72.0,2025,2,1,0.8660254037844386,0.5000000000000001,319,0,533333333.3333333
Thanh Xuân,0,0,9.4,105.0,2023,4,2,0.8660254037844387,-0.4999999999999998,994,0,89523809.52380952
Cầu Giấy,0,0,12.4,40.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,155,1,310000000.0
Hà Đông,0,0,15.6,67.0,2023,1,1,0.49999999999999994,0.8660254037844387,1089,0,232835820.8955224
Hai Bà Trưng,0,0,27.4,85.0,2025,4,2,0.8660254037844387,-0.4999999999999998,267,0,322352941.1764706
Đống Đa,0,0,8.7,19.0,2023,12,4,-2.4492935982947064e-16,1.0,748,1,457894736.84210527
Hai Bà Trưng,0,0,24.9,85.0,2023,5,2,0.49999999999999994,-0.8660254037844387,947,0,292941176.4705882
Hoàng Mai,0,0,6.4,50.0,2024,2,1,0.8660254037844386,0.5000000000000001,697,0,128000000.0
Cầu Giấy,0,0,8.0,115.0,2023,11,4,-0.5000000000000004,0.8660254037844384,783,1,69565217.39130434
Long Biên,0,0,13.1,50.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,151,1,262000000.0
Gia Lâm,0,0,30.3,104.0,2023,12,4,-2.4492935982947064e-16,1.0,750,1,291346153.84615386
Hai Bà Trưng,0,0,30.8,37.0,2025,6,2,1.2246467991473532e-16,-1.0,210,0,832432432.4324324
Gia Lâm,0,0,17.5,83.0,2024,5,2,0.49999999999999994,-0.8660254037844387,592,0,210843373.4939759
Hà Đông,0,0,25.5,95.0,2025,10,4,-0.8660254037844386,0.5000000000000001,87,1,268421052.63157895
Thanh Xuân,0,0,6.6,81.0,2024,3,1,1.0,6.123233995736766e-17,664,0,81481481.48148148
Hà Đông,0,0,7.6,91.0,2025,11,4,-0.5000000000000004,0.8660254037844384,42,1,83516483.51648352
Ba Đình,0,0,7.3,36.0,2025,1,1,0.49999999999999994,0.8660254037844387,355,0,202777777.7777778
Hai Bà Trưng,0,0,51.3,148.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,525,1,346621621.6216216
Nam Từ Liêm,0,0,5.8,120.0,2024,3,1,1.0,6.123233995736766e-17,649,0,48333333.333333336
Gia Lâm,0,0,34.9,145.0,2024,11,4,-0.5000000000000004,0.8660254037844384,400,1,240689655.1724138
Thanh Xuân,0,0,6.1,65.0,2025,2,1,0.8660254037844386,0.5000000000000001,325,0,93846153.84615384
Thanh Xuân,0,0,5.0,35.0,2023,1,1,0.49999999999999994,0.8660254037844387,1088,0,142857142.85714287
Nam Từ Liêm,0,0,0.37,145.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,876,1,2551724.1379310344
Đông Anh,0,0,23.2,62.0,2025,2,1,0.8660254037844386,0.5000000000000001,307,0,374193548.38709676
Gia Lâm,0,0,5.5,50.0,2024,12,4,-2.4492935982947064e-16,1.0,375,1,110000000.0
Đống Đa,0,0,2.9,12.0,2025,5,2,0.49999999999999994,-0.8660254037844387,242,0,241666666.66666666
Hà Đông,0,0,13.3,54.0,2025,11,4,-0.5000000000000004,0.8660254037844384,53,1,246296296.2962963
Thanh Xuân,0,0,55.9,100.0,2025,2,1,0.8660254037844386,0.5000000000000001,328,0,559000000.0
Hà Đông,0,0,5.9,122.0,2023,6,2,1.2246467991473532e-16,-1.0,943,0,48360655.73770492
Nam Từ Liêm,0,0,4.9,62.0,2025,5,2,0.49999999999999994,-0.8660254037844387,218,0,79032258.06451613
Đống Đa,0,0,3.7,16.0,2024,12,4,-2.4492935982947064e-16,1.0,392,1,231250000.0
Hai Bà Trưng,0,0,24.2,75.0,2023,3,1,1.0,6.123233995736766e-17,1013,0,322666666.6666667
Hoài Đức,0,0,3.2,68.0,2024,2,1,0.8660254037844386,0.5000000000000001,697,0,47058823.52941176
Gia Lâm,0,0,21.2,480.0,2025,11,4,-0.5000000000000004,0.8660254037844384,48,1,44166666.666666664
Cầu Giấy,0,0,7.0,120.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,518,1,58333333.333333336
Thanh Xuân,0,0,5.2,34.0,2024,5,2,0.49999999999999994,-0.8660254037844387,593,0,152941176.47058824
Đống Đa,0,0,3.3,19.0,2024,6,2,1.2246467991473532e-16,-1.0,564,0,173684210.52631578
Gia Lâm,0,0,6.7,60.0,2023,9,3,-1.0,-1.8369701987210297e-16,835,1,111666666.66666667
Hai Bà Trưng,0,0,7.8,38.0,2024,2,1,0.8660254037844386,0.5000000000000001,679,0,205263157.89473686
Hoài Đức,0,0,0.14,125.0,2024,2,1,0.8660254037844386,0.5000000000000001,677,0,1120000.0
Nam Từ Liêm,0,0,5.2,76.0,2023,3,1,1.0,6.123233995736766e-17,1007,0,68421052.63157895
